customerid,recency,frequency,monetary,churned,recency_log,frequency_log,monetary_log,r_score,f_score,m_score,rfm_score,churn_probability,intervention
15395.0,235,1,107.45,1,5.4638318050256105,0.6931471805599453,4.6862892372728835,1,1,1,3,0.48,Maintain
15396.0,22,1,288.18,1,3.1354942159291497,0.6931471805599453,5.66704933159998,4,1,2,7,0.72,Lost Cause
15397.0,199,1,94.0,1,5.298317366548036,0.6931471805599453,4.553876891600541,1,1,1,3,0.95,Lost Cause
15400.0,1,5,716.2,1,0.6931471805599453,1.791759469228055,6.575354741730978,5,5,3,13,0.84,Save
15402.0,58,2,626.35,1,4.07753744390572,1.0986122886681098,6.441504598605709,3,3,3,9,0.98,Save
15405.0,98,1,349.1,1,4.59511985013459,0.6931471805599453,5.85821882796062,3,1,2,6,0.79,Lost Cause
15406.0,210,1,252.29,0,5.351858133476067,0.6931471805599453,5.534535077349518,1,1,2,4,0.08,Maintain
15407.0,93,3,740.73,0,4.543294782270004,1.3862943611198906,6.608985295544861,3,4,4,11,0.26,Protect
15408.0,173,1,267.18,1,5.159055299214529,0.6931471805599453,5.591658396851496,1,2,2,5,0.87,Lost Cause
15410.0,8,7,3089.4100000000003,0,2.1972245773362196,2.0794415416798357,8.036059047173914,5,5,5,15,0.03,Protect
15411.0,33,2,382.21000000000004,0,3.5263605246161616,1.0986122886681098,5.948583141789613,4,3,2,9,0.27,Maintain
15412.0,80,1,190.53,1,4.394449154672439,0.6931471805599453,5.25504445431457,3,2,1,6,0.87,Lost Cause
15414.0,151,1,36.2,0,5.0238805208462765,0.6931471805599453,3.616308761279101,2,2,1,5,0.26,Maintain
15415.0,222,1,559.61,1,5.407171771460119,0.6931471805599453,6.329025476602274,1,2,3,6,0.79,Save
15416.0,64,3,3144.33,0,4.174387269895637,1.3862943611198906,8.053674092087805,3,4,5,12,0.01,Protect
15421.0,124,3,739.36,0,4.8283137373023015,1.3862943611198906,6.607136554388516,2,4,4,10,0.09,Protect
15422.0,232,2,97.7,1,5.4510384535657,1.0986122886681098,4.592084946439436,1,3,1,5,0.92,Lost Cause
15424.0,163,2,383.34,1,5.099866427824199,1.0986122886681098,5.951527577504281,2,3,3,8,0.79,Lost Cause
15426.0,166,2,634.13,0,5.117993812416755,1.0986122886681098,6.453829702348958,2,3,3,8,0.22,Protect
15433.0,123,2,533.3,1,4.820281565605037,1.0986122886681098,6.2809574789637255,2,3,3,8,0.8,Save
15434.0,16,3,587.28,0,2.833213344056216,1.3862943611198906,6.377203025032113,5,4,3,12,0.41,Protect
15436.0,143,1,484.1,0,4.969813299576001,0.6931471805599453,6.184355055251171,2,2,3,7,0.33,Maintain
15437.0,171,1,200.16,1,5.147494476813453,0.6931471805599453,5.304100611303764,2,2,1,5,0.77,Lost Cause
15438.0,40,1,156.57999999999998,1,3.713572066704308,0.6931471805599453,5.059933265817542,4,2,1,7,0.84,Lost Cause
15440.0,45,2,237.66,0,3.828641396489095,1.0986122886681098,5.47503994494151,4,3,2,9,0.11,Maintain
15442.0,158,1,594.0,1,5.0689042022202315,0.6931471805599453,6.38856140554563,2,2,3,7,0.97,Save
15443.0,18,2,684.8,0,2.9444389791664403,1.0986122886681098,6.53058604002882,5,3,3,11,0.27,Protect
15445.0,173,1,113.5,1,5.159055299214529,0.6931471805599453,4.740574822994295,1,2,1,4,0.51,Lost Cause
15447.0,240,1,155.17000000000002,1,5.484796933490655,0.6931471805599453,5.050945157499754,1,2,1,4,0.95,Lost Cause
15448.0,222,1,494.64,1,5.407171771460119,0.6931471805599453,6.2058498567482925,1,2,3,6,0.71,Lost Cause
15449.0,94,2,647.7,0,4.553876891600541,1.0986122886681098,6.47497036021901,3,3,3,9,0.05,Protect
15452.0,173,1,237.0,0,5.159055299214529,0.6931471805599453,5.472270673671475,1,2,2,5,0.37,Maintain
15453.0,1,4,701.2,0,0.6931471805599453,1.6094379124341003,6.554218263734332,5,4,3,12,0.11,Protect
15454.0,271,1,179.1,1,5.605802066295998,0.6931471805599453,5.19351225218191,1,2,1,4,0.88,Lost Cause
15456.0,192,3,434.59,1,5.262690188904886,1.3862943611198906,6.076701433954154,1,4,3,8,0.87,Lost Cause
15457.0,171,1,237.07,1,5.147494476813453,0.6931471805599453,5.472564748074418,2,2,2,6,0.75,Lost Cause
15460.0,263,1,214.26,1,5.575949103146316,0.6931471805599453,5.371846599836152,1,2,2,5,0.86,Lost Cause
15462.0,3,3,234.6,1,1.3862943611198906,1.3862943611198906,5.462135451777431,5,4,2,11,0.61,Lost Cause
15464.0,247,1,1044.65,1,5.5134287461649825,0.6931471805599453,6.952393980600518,1,2,4,7,0.77,Save
15465.0,48,15,5992.129999999999,0,3.8918202981106265,2.772588722239781,8.698369092196888,4,5,5,14,0.0,Protect
15467.0,54,2,402.56,0,4.007333185232471,1.0986122886681098,6.000325175540179,3,3,3,9,0.16,Maintain
15469.0,29,1,304.3,0,3.4011973816621555,0.6931471805599453,5.721294899740832,4,2,2,8,0.24,Maintain
15472.0,22,1,371.56,1,3.1354942159291497,0.6931471805599453,5.920398098674122,4,2,2,8,0.82,Lost Cause
15482.0,75,4,1928.3,0,4.330733340286331,1.6094379124341003,7.564912521808927,3,4,5,12,0.04,Protect
15483.0,70,4,225.26,1,4.2626798770413155,1.6094379124341003,5.421684780498321,3,4,2,9,0.85,Lost Cause
15485.0,245,2,1268.13,0,5.5053315359323625,1.0986122886681098,7.146086905335876,1,3,4,8,0.18,Protect
15488.0,2,1,91.32000000000001,1,1.0986122886681098,0.6931471805599453,4.52526080275979,5,2,1,8,0.85,Lost Cause
15489.0,120,1,348.26,0,4.795790545596741,0.6931471805599453,5.855816630511699,2,2,2,6,0.09,Maintain
15491.0,4,6,3100.09,1,1.6094379124341003,1.9459101490553132,8.039508941575132,5,5,5,15,0.76,Save
15493.0,59,3,1286.95,0,4.0943445622221,1.3862943611198906,7.160807086035011,3,4,4,11,0.02,Protect
15494.0,30,1,1119.88,0,3.4339872044851463,0.6931471805599453,7.021869370062976,4,2,4,10,0.13,Protect
15497.0,229,1,970.6,0,5.438079308923196,0.6931471805599453,6.878944197128018,1,2,4,7,0.22,Protect
15498.0,30,19,9126.37,0,3.4339872044851463,2.995732273553991,9.119032870755124,4,5,5,14,0.0,Protect
15502.0,33,5,5955.53,0,3.5263605246161616,1.791759469228055,8.692243375741464,4,5,5,14,0.02,Protect
15503.0,272,1,141.04,1,5.60947179518496,0.6931471805599453,4.956108708074887,1,2,1,4,0.87,Lost Cause
15505.0,23,3,2091.14,0,3.1780538303479458,1.3862943611198906,7.645942744551781,4,4,5,13,0.19,Protect
15506.0,48,1,208.77,0,3.8918202981106265,0.6931471805599453,5.346011692410698,4,2,2,8,0.31,Maintain
15507.0,81,1,475.86,1,4.406719247264253,0.6931471805599453,6.167222946760261,3,2,3,8,0.78,Lost Cause
15508.0,98,6,1000.27,1,4.59511985013459,1.9459101490553132,6.909024473214282,3,5,4,12,0.64,Save
15510.0,240,1,250.0,1,5.484796933490655,0.6931471805599453,5.5254529391317835,1,2,2,5,0.98,Lost Cause
15512.0,65,2,121.0,1,4.189654742026425,1.0986122886681098,4.804021044733257,3,3,1,7,0.95,Lost Cause
15513.0,4,17,11352.14,0,1.6094379124341003,2.8903717578961645,9.337249636630824,5,5,5,15,0.0,Protect
15514.0,135,6,2501.94,0,4.912654885736052,1.9459101490553132,7.825221319909941,2,5,5,12,0.04,Protect
15517.0,142,1,267.03,1,4.962844630259907,0.6931471805599453,5.591098914544516,2,2,2,6,0.79,Lost Cause
15518.0,33,7,1603.86,0,3.5263605246161616,2.0794415416798357,7.380791804345254,4,5,5,14,0.04,Protect
15521.0,4,7,2326.78,0,1.6094379124341003,2.0794415416798357,7.752670302667547,5,5,5,15,0.0,Protect
15525.0,282,1,274.93,0,5.645446897643238,0.6931471805599453,5.620147210360944,1,2,2,5,0.26,Maintain
15527.0,54,5,1330.79,0,4.007333185232471,1.791759469228055,7.1942791810134015,3,5,4,12,0.01,Protect
15528.0,163,1,229.33,1,5.099866427824199,0.6931471805599453,5.4395130632148145,2,2,2,6,0.89,Lost Cause
15529.0,52,8,2384.68,0,3.970291913552122,2.1972245773362196,7.777239477988781,4,5,5,14,0.0,Protect
15530.0,59,3,1163.69,0,4.0943445622221,1.3862943611198906,7.060210236169798,3,4,4,11,0.0,Protect
15532.0,40,3,1204.59,0,3.713572066704308,1.3862943611198906,7.094724352652802,4,4,4,12,0.08,Protect
15535.0,82,4,502.9,1,4.418840607796598,1.6094379124341003,6.222377835686553,3,4,3,10,0.74,Lost Cause
15537.0,72,1,110.92,1,4.290459441148391,0.6931471805599453,4.717784330357226,3,2,1,6,0.81,Lost Cause
15541.0,23,1,85.13000000000001,1,3.1780538303479458,0.6931471805599453,4.455857782801083,4,2,1,7,0.86,Lost Cause
15543.0,197,1,127.86,1,5.288267030694535,0.6931471805599453,4.858726543710496,1,2,1,4,0.87,Lost Cause
15544.0,29,7,2772.37,0,3.4011973816621555,2.0794415416798357,7.927818466213592,4,5,5,14,0.0,Protect
15545.0,280,1,135.32999999999998,0,5.638354669333745,0.6931471805599453,4.915078417198038,1,2,1,4,0.39,Maintain
15547.0,19,8,2745.16,0,2.995732273553991,2.1972245773362196,7.917958851200042,5,5,5,15,0.0,Protect
15549.0,67,2,1619.88,0,4.219507705176107,1.0986122886681098,7.390724490617896,3,3,5,11,0.14,Protect
15550.0,15,3,433.28,0,2.772588722239781,1.3862943611198906,6.0736894873636516,5,4,3,12,0.31,Maintain
15552.0,126,1,90.12,1,4.844187086458591,0.6931471805599453,4.512177319138927,2,2,1,5,0.96,Lost Cause
15554.0,187,1,217.2,1,5.236441962829949,0.6931471805599453,5.38541207339897,1,2,2,5,0.95,Lost Cause
15555.0,13,10,2808.38,0,2.6390573296152584,2.3978952727983707,7.940719097413685,5,5,5,15,0.02,Protect
15561.0,59,3,449.66999999999996,0,4.0943445622221,1.3862943611198906,6.11073536435715,3,4,3,10,0.19,Maintain
15562.0,261,1,134.55,1,5.568344503761097,0.6931471805599453,4.909340575944674,1,2,1,4,0.98,Lost Cause
15563.0,110,2,735.62,0,4.709530201312334,1.0986122886681098,6.602072155420804,2,3,4,9,0.04,Protect
15569.0,13,5,1375.71,1,2.6390573296152584,1.791759469228055,7.227451873789157,5,5,4,14,0.14,Protect
15570.0,51,9,2809.98,0,3.9512437185814275,2.302585092994046,7.941288455975493,4,5,5,14,0.0,Protect
15572.0,19,4,1552.79,0,2.995732273553991,1.6094379124341003,7.348452386660883,5,4,4,13,0.17,Protect
15574.0,87,4,675.64,1,4.477336814478207,1.6094379124341003,6.517139373724178,3,4,3,10,0.68,Save
15577.0,60,3,258.88,1,4.110873864173311,1.3862943611198906,5.5602199860123305,3,4,2,9,0.86,Lost Cause
15578.0,71,1,127.1,1,4.276666119016055,0.6931471805599453,4.852811208902689,3,2,1,6,0.84,Lost Cause
15579.0,223,1,195.35,0,5.4116460518550396,0.6931471805599453,5.279898781024019,1,2,1,4,0.37,Maintain
15581.0,65,10,717.4300000000001,1,4.189654742026425,2.3978952727983707,6.577068275581566,3,5,3,11,0.75,Save
15582.0,9,2,541.51,0,2.302585092994046,1.0986122886681098,6.296206518424449,5,3,3,11,0.26,Protect
15584.0,71,1,150.4,0,4.276666119016055,0.6931471805599453,5.019925341003349,3,2,1,6,0.4,Maintain
15585.0,86,1,455.3,1,4.465908118654584,0.6931471805599453,6.123150487933357,3,2,3,8,0.76,Lost Cause
15587.0,52,2,456.84,0,3.970291913552122,1.0986122886681098,6.126519778100847,4,3,3,10,0.08,Maintain
15589.0,165,3,478.53,1,5.111987788356544,1.3862943611198906,6.172806457538428,2,4,3,9,0.83,Lost Cause
15594.0,3,2,788.22,0,1.3862943611198906,1.0986122886681098,6.671045115945955,5,3,4,12,0.17,Protect
15596.0,10,5,1406.59,1,2.3978952727983707,1.791759469228055,7.249634301131203,5,5,4,14,0.65,Save
15599.0,113,1,448.83,0,4.736198448394496,0.6931471805599453,6.108869733610586,2,2,3,7,0.08,Maintain
15601.0,32,11,5585.46,0,3.4965075614664802,2.4849066497880004,8.628101091843616,4,5,5,14,0.0,Protect
15602.0,110,5,542.95,0,4.709530201312334,1.791759469228055,6.298857330867092,2,5,3,10,0.1,Protect
15605.0,161,3,690.1800000000001,0,5.087596335232384,1.3862943611198906,6.53840028188603,2,4,3,9,0.03,Protect
15606.0,28,8,2439.38,0,3.367295829986474,2.1972245773362196,7.799909043866308,4,5,5,14,0.0,Protect
15607.0,246,1,104.76,1,5.5093883366279774,0.6931471805599453,4.6611723761033765,1,2,1,4,0.9,Lost Cause
15608.0,30,1,285.68,0,3.4339872044851463,0.6931471805599453,5.658366611125719,4,2,2,8,0.23,Maintain
15609.0,93,1,298.48,1,4.543294782270004,0.6931471805599453,5.702047637362485,3,2,2,7,0.85,Lost Cause
15611.0,13,7,932.14,0,2.6390573296152584,2.0794415416798357,6.8385552431809975,5,5,4,14,0.0,Protect
15615.0,15,19,7367.85,0,2.772588722239781,2.995732273553991,8.905016935016329,5,5,5,15,0.02,Protect
15618.0,1,3,419.04,0,0.6931471805599453,1.3862943611198906,6.040349944837793,5,4,3,12,0.04,Maintain
15620.0,130,2,875.01,0,4.875197323201151,1.0986122886681098,6.775377506396349,2,3,4,9,0.18,Protect
15622.0,106,5,2602.0,0,4.672828834461906,1.791759469228055,7.864419904994565,2,5,5,12,0.01,Protect
15623.0,50,1,301.03000000000003,1,3.9318256327243257,0.6931471805599453,5.7105263501895465,4,2,2,8,0.94,Lost Cause
15624.0,26,4,588.13,1,3.295836866004329,1.6094379124341003,6.3786468723710446,4,4,3,11,0.2,Protect
15625.0,13,4,1534.26,1,2.6390573296152584,1.6094379124341003,7.336455026785429,5,4,4,13,0.86,Save
15626.0,239,1,281.88,0,5.480638923341991,0.6931471805599453,5.645022779449278,1,2,2,5,0.34,Maintain
15628.0,7,5,1625.4,0,2.0794415416798357,1.791759469228055,7.394124262314137,5,5,5,15,0.0,Protect
15630.0,114,1,396.86,0,4.74493212836325,0.6931471805599453,5.986100184608831,2,2,3,7,0.18,Maintain
15632.0,31,6,2351.84,0,3.4657359027997265,1.9459101490553132,7.76337838811533,4,5,5,14,0.0,Protect
15636.0,191,1,306.7,0,5.2574953720277815,0.6931471805599453,5.729125282327996,1,2,2,5,0.3,Maintain
15639.0,43,1,425.32,1,3.784189633918261,0.6931471805599453,6.055190237988527,4,2,3,9,0.93,Lost Cause
15640.0,31,11,8836.74,0,3.4657359027997265,2.4849066497880004,9.086786466837498,4,5,5,14,0.0,Protect
15641.0,14,4,1887.2,1,2.70805020110221,1.6094379124341003,7.543379273298417,5,4,5,14,0.72,Save
15643.0,101,3,664.0,1,4.624972813284271,1.3862943611198906,6.499787040655854,2,4,3,9,0.77,Save
15644.0,75,4,803.54,1,4.330733340286331,1.6094379124341003,6.6902706855196055,3,4,4,11,0.68,Save
15646.0,67,3,447.64000000000004,1,4.219507705176107,1.3862943611198906,6.106220784406171,3,4,3,10,0.6,Lost Cause
15648.0,113,2,639.5,1,4.736198448394496,1.0986122886681098,6.4622491213367885,2,3,3,8,0.79,Save
15649.0,245,2,816.0,1,5.5053315359323625,1.0986122886681098,6.705639094860003,1,3,4,8,0.76,Save
15651.0,170,1,227.32,0,5.14166355650266,0.6931471805599453,5.430748153728526,2,2,2,6,0.18,Maintain
15652.0,0,1,337.74,1,0.0,0.6931471805599453,5.825232851462975,5,2,2,9,0.79,Lost Cause
15653.0,2,2,877.44,1,1.0986122886681098,1.0986122886681098,6.7781476070590925,5,3,4,12,0.74,Save
15655.0,152,1,560.6700000000001,1,5.030437921392435,0.6931471805599453,6.330914488818843,2,2,3,7,0.97,Save
15656.0,87,3,563.63,0,4.477336814478207,1.3862943611198906,6.336170649370582,3,4,3,10,0.27,Protect
15658.0,99,5,1024.1000000000001,1,4.605170185988092,1.791759469228055,6.932545447789356,3,5,4,12,0.29,Protect
15660.0,45,6,884.34,0,3.828641396489095,1.9459101490553132,6.7859717520203455,4,5,4,13,0.05,Protect
15661.0,226,2,309.8,1,5.424950017481403,1.0986122886681098,5.739149618493492,1,3,2,6,0.93,Lost Cause
15663.0,15,1,138.14,1,2.772588722239781,0.6931471805599453,4.935480620495495,5,2,1,8,0.51,Lost Cause
15665.0,77,2,2222.21,1,4.356708826689592,1.0986122886681098,7.706707376439049,3,3,5,11,0.7,Save
15668.0,127,1,76.32000000000001,1,4.852030263919617,0.6931471805599453,4.34795265434013,2,2,1,5,0.99,Lost Cause
15669.0,13,3,565.54,0,2.6390573296152584,1.3862943611198906,6.33954768697801,5,4,3,12,0.12,Protect
15670.0,206,1,173.05,1,5.332718793265369,0.6931471805599453,5.159342614257448,1,2,1,4,0.86,Lost Cause
15671.0,4,5,1972.89,0,1.6094379124341003,1.791759469228055,7.587761494023337,5,5,5,15,0.0,Protect
15673.0,66,3,2014.7,0,4.204692619390966,1.3862943611198906,7.608721808594214,3,4,5,12,0.03,Protect
15674.0,124,3,1044.95,0,4.8283137373023015,1.3862943611198906,6.95268084233513,2,4,4,10,0.11,Protect
15675.0,64,2,225.39000000000001,0,4.174387269895637,1.0986122886681098,5.422259175742215,3,3,2,8,0.23,Maintain
15676.0,193,1,897.8,0,5.267858159063328,0.6931471805599453,6.801060540311174,1,2,4,7,0.29,Protect
15679.0,63,2,260.26,0,4.1588830833596715,1.0986122886681098,5.565516080058417,3,3,2,8,0.2,Maintain
15680.0,275,1,478.89,0,5.62040086571715,0.6931471805599453,6.173556910972577,1,2,3,6,0.4,Maintain
15681.0,92,3,703.22,0,4.532599493153256,1.3862943611198906,6.557090807340088,3,4,3,10,0.3,Protect
15683.0,26,1,193.75,1,3.295836866004329,0.6931471805599453,5.271716684750857,4,2,1,7,0.96,Lost Cause
15687.0,96,5,1679.45,0,4.574710978503383,1.791759469228055,7.426816893672842,3,5,5,13,0.06,Protect
15689.0,29,2,254.1,1,3.4011973816621555,1.0986122886681098,5.541655625147766,4,3,2,9,0.92,Lost Cause
15690.0,10,1,111.0,0,2.3978952727983707,0.6931471805599453,4.718498871295094,5,2,1,8,0.14,Maintain
15691.0,161,1,136.8,1,5.087596335232384,0.6931471805599453,4.925803358579558,2,2,1,5,0.84,Lost Cause
15694.0,85,8,3290.7799999999997,0,4.454347296253507,2.1972245773362196,8.099183730888248,3,5,5,13,0.12,Protect
15695.0,176,2,409.98,1,5.176149732573829,1.0986122886681098,6.018544551511725,1,3,3,7,0.89,Lost Cause
15696.0,130,6,1629.95,0,4.875197323201151,1.9459101490553132,7.396917946111868,2,5,5,12,0.13,Protect
15700.0,81,2,696.68,1,4.406719247264253,1.0986122886681098,6.54776054491873,3,3,3,9,0.31,Protect
15701.0,20,1,853.9,0,3.044522437723423,0.6931471805599453,6.750984503032188,4,2,4,10,0.1,Protect
15703.0,174,1,211.5,1,5.1647859739235145,0.6931471805599453,5.358941988364472,1,2,2,5,0.89,Lost Cause
15704.0,49,4,2293.62,1,3.912023005428146,1.6094379124341003,7.738322531443156,4,4,5,13,0.63,Save
15705.0,110,1,143.1,1,4.709530201312334,0.6931471805599453,4.970507503005476,2,2,1,5,0.86,Lost Cause
15706.0,25,1,450.05,0,3.258096538021482,0.6931471805599453,6.111578198102648,4,2,3,9,0.34,Maintain
15708.0,48,6,2589.34,0,3.8918202981106265,1.9459101490553132,7.859544420209163,4,5,5,14,0.0,Protect
15709.0,193,1,133.25,1,5.267858159063328,0.6931471805599453,4.899703733388974,1,2,1,4,0.87,Lost Cause
15712.0,19,3,766.3100000000001,0,2.995732273553991,1.3862943611198906,6.642890891810802,5,4,4,13,0.06,Protect
15713.0,52,2,356.7,1,3.970291913552122,1.0986122886681098,5.879694646264972,4,3,2,9,0.88,Lost Cause
15716.0,55,4,1101.11,1,4.02535169073515,1.6094379124341003,7.00498180324312,3,4,4,11,0.6,Save
15717.0,143,1,150.3,1,4.969813299576001,0.6931471805599453,5.01926462079431,2,2,1,5,0.92,Lost Cause
15719.0,9,11,4060.32,0,2.302585092994046,2.4849066497880004,8.309263322907409,5,5,5,15,0.02,Protect
15722.0,18,3,1413.45,0,2.9444389791664403,1.3862943611198906,7.2544960419372915,5,4,4,13,0.24,Protect
15723.0,274,1,190.70000000000002,1,5.616771097666572,0.6931471805599453,5.255931650051599,1,2,1,4,0.77,Lost Cause
15724.0,110,2,218.25,1,4.709530201312334,1.0986122886681098,5.390212631252292,2,3,2,7,0.83,Lost Cause
15727.0,16,6,4589.39,0,2.833213344056216,1.9459101490553132,8.431720266765334,5,5,5,15,0.02,Protect
15729.0,122,1,85.0,1,4.812184355372417,0.6931471805599453,4.454347296253507,2,2,1,5,0.96,Lost Cause
15730.0,1,2,777.22,0,0.6931471805599453,1.0986122886681098,6.65700926055431,5,3,4,12,0.08,Protect
15732.0,121,2,294.12,1,4.804021044733257,1.0986122886681098,5.68738205328842,2,3,2,7,0.93,Lost Cause
15733.0,192,1,162.3,1,5.262690188904886,0.6931471805599453,5.095588999976419,1,2,1,4,0.89,Lost Cause
15734.0,24,2,1339.45,1,3.2188758248682006,1.0986122886681098,7.200760657465263,4,3,4,11,0.83,Save
15737.0,57,5,880.9300000000001,0,4.060443010546419,1.791759469228055,6.782112687777852,3,5,4,12,0.08,Protect
15738.0,6,13,3853.45,0,1.9459101490553132,2.6390573296152584,8.256983603964098,5,5,5,15,0.0,Protect
15743.0,23,2,434.05,0,3.1780538303479458,1.0986122886681098,6.075460967012034,4,3,3,10,0.09,Maintain
15745.0,145,1,302.85,0,4.983606621708336,0.6931471805599453,5.716534158581364,2,2,2,6,0.26,Maintain
15746.0,43,1,196.88,1,3.784189633918261,0.6931471805599453,5.287660786359508,4,2,1,7,0.93,Lost Cause
15747.0,29,2,525.37,0,3.4011973816621555,1.0986122886681098,6.266004387505607,4,3,3,10,0.26,Maintain
15749.0,144,3,44534.3,1,4.976733742420574,1.3862943611198906,10.70403741211812,2,4,5,11,0.88,Save
15750.0,80,4,1108.18,0,4.394449154672439,1.6094379124341003,7.0113762825657195,3,4,4,11,0.07,Protect
15752.0,2,6,2093.37,0,1.0986122886681098,1.9459101490553132,7.647008071141665,5,5,5,15,0.02,Protect
15753.0,214,1,79.2,1,5.3706380281276624,0.6931471805599453,4.384523514872469,1,2,1,4,0.95,Lost Cause
15754.0,156,1,91.8,0,5.056245805348308,0.6931471805599453,4.530446639792155,2,2,1,5,0.22,Maintain
15755.0,17,3,1144.83,0,2.8903717578961645,1.3862943611198906,7.0438845442115765,5,4,4,13,0.06,Protect
15756.0,62,3,359.89,0,4.143134726391533,1.3862943611198906,5.8885732027583435,3,4,2,9,0.2,Maintain
15757.0,127,1,261.36,0,4.852030263919617,0.6931471805599453,5.5697176064255345,2,2,2,6,0.14,Maintain
15759.0,127,3,253.04000000000002,1,4.852030263919617,1.3862943611198906,5.5374917349347745,2,4,2,8,0.95,Lost Cause
15764.0,16,5,3276.62,0,2.833213344056216,1.791759469228055,8.094872828239916,5,5,5,15,0.06,Protect
15768.0,25,3,621.83,1,3.258096538021482,1.3862943611198906,6.434273608356568,4,4,3,11,0.66,Save
15769.0,11,19,41863.72,0,2.4849066497880004,2.995732273553991,10.642198746451829,5,5,5,15,0.0,Protect
15775.0,154,1,104.9,1,5.043425116919247,0.6931471805599453,4.662495252607361,2,2,1,5,0.26,Maintain
15776.0,42,1,241.62,1,3.7612001156935624,0.6931471805599453,5.491496433342773,4,2,2,8,0.94,Lost Cause
15777.0,150,4,1047.1100000000001,1,5.017279836814924,1.6094379124341003,6.954743821204941,2,4,4,10,0.25,Protect
15780.0,93,3,475.28000000000003,1,4.543294782270004,1.3862943611198906,6.166005916582974,3,4,3,10,0.78,Lost Cause
15781.0,47,2,211.3,0,3.871201010907891,1.0986122886681098,5.35800036870921,4,3,2,9,0.04,Maintain
15785.0,67,4,1665.8300000000002,0,4.219507705176107,1.6094379124341003,7.4186788979464415,3,4,5,12,0.07,Protect
15786.0,23,1,3147.64,0,3.1780538303479458,0.6931471805599453,8.05472589255878,4,2,5,11,0.19,Protect
15789.0,267,1,351.3,1,5.5909869805108565,0.6931471805599453,5.864483085347192,1,2,2,5,0.99,Lost Cause
15791.0,113,1,1223.24,0,4.736198448394496,0.6931471805599453,7.110075522282781,2,2,4,8,0.19,Protect
15793.0,178,1,306.64,0,5.187385805840755,0.6931471805599453,5.728930268188853,1,2,2,5,0.28,Maintain
15795.0,59,1,610.01,1,4.0943445622221,0.6931471805599453,6.415113325649775,3,2,3,8,0.86,Save
15796.0,18,5,1571.77,0,2.9444389791664403,1.791759469228055,7.360593674948524,5,5,4,14,0.08,Protect
15797.0,22,3,2192.4,1,3.1354942159291497,1.3862943611198906,7.693208130326108,4,4,5,13,0.67,Save
15799.0,94,2,481.24,0,4.553876891600541,1.0986122886681098,6.178441915438131,3,3,3,9,0.08,Maintain
15800.0,16,2,696.89,1,2.833213344056216,1.0986122886681098,6.548061497220062,5,3,3,11,0.56,Save
15801.0,19,1,137.22,0,2.995732273553991,0.6931471805599453,4.928846618663249,5,2,1,8,0.16,Maintain
15804.0,3,5,2554.84,0,1.3862943611198906,1.791759469228055,7.846136215729024,5,5,5,15,0.0,Protect
15805.0,15,11,3548.5,0,2.772588722239781,2.4849066497880004,8.17456202747944,5,5,5,15,0.0,Protect
15806.0,67,2,521.88,0,4.219507705176107,1.0986122886681098,6.259351992231584,3,3,3,9,0.12,Maintain
15808.0,215,4,3651.27,1,5.375278407684165,1.6094379124341003,8.20310417107402,1,4,5,10,0.79,Save
15809.0,93,4,399.21000000000004,0,4.543294782270004,1.6094379124341003,5.991989409343698,3,4,3,10,0.15,Maintain
15810.0,79,3,1361.19,0,4.382026634673881,1.3862943611198906,7.216848977714349,3,4,4,11,0.11,Protect
15811.0,15,5,1773.8,0,2.772588722239781,1.791759469228055,7.481443019504755,5,5,5,15,0.58,Save
15812.0,16,5,1801.14,1,2.833213344056216,1.791759469228055,7.496730126604398,5,5,5,15,0.67,Save
15813.0,117,2,1303.9099999999999,1,4.770684624465665,1.0986122886681098,7.173889351861321,2,3,4,9,0.71,Save
15815.0,50,4,1874.7,0,3.9318256327243257,1.6094379124341003,7.536737202066296,4,4,5,13,0.07,Protect
15819.0,40,3,1585.47,0,3.713572066704308,1.3862943611198906,7.36926670129514,4,4,5,13,0.23,Protect
15820.0,229,1,206.98,1,5.438079308923196,0.6931471805599453,5.337441921232086,1,2,2,5,0.85,Lost Cause
15822.0,268,1,440.2,0,5.594711379601839,0.6931471805599453,6.089498287379348,1,2,3,6,0.38,Maintain
15825.0,81,1,532.94,1,4.406719247264253,0.6931471805599453,6.2802834730968256,3,2,3,8,0.21,Maintain
15826.0,120,1,720.0,0,4.795790545596741,0.6931471805599453,6.580639137284949,2,2,3,7,0.75,Save
15827.0,23,13,1598.16,0,3.1780538303479458,2.6390573296152584,7.377233770367119,4,5,5,14,0.02,Protect
15829.0,8,2,636.14,1,2.1972245773362196,1.0986122886681098,6.456989411643809,5,3,3,11,0.73,Save
15831.0,33,2,451.11,0,3.5263605246161616,1.0986122886681098,6.113925513056159,4,3,3,10,0.54,Lost Cause
15832.0,163,1,836.79,1,5.099866427824199,0.6931471805599453,6.7307674724187825,2,2,4,8,0.7,Save
15834.0,75,3,1780.72,0,4.330733340286331,1.3862943611198906,7.485334468861248,3,4,5,12,0.02,Protect
15835.0,46,3,675.51,0,3.8501476017100584,1.3862943611198906,6.516947229467592,4,4,3,11,0.14,Protect
15838.0,18,12,14153.5,0,2.9444389791664403,2.5649493574615367,9.557787873714773,5,5,5,15,0.01,Protect
15839.0,57,1,299.18,0,4.060443010546419,0.6931471805599453,5.704382294728169,3,2,2,7,0.31,Maintain
15840.0,82,1,241.74,0,4.418840607796598,0.6931471805599453,5.491990911678215,3,2,2,7,0.24,Maintain
