index,customerid,Recency,Frequency,Monetary,R_log,F_log,M_log,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Cluster,Cluster_Label
1806,15360.0,40,1,427.93,3.713572066704308,0.6931471805599453,6.061293735451147,3,1,2,312,6,Potential Loyalists,3,Lost/Inactive
1807,15361.0,362,1,418.92,5.8944028342648505,0.6931471805599453,6.040064216944044,1,1,2,112,4,Lost,0,Loyal Base
1808,15363.0,373,1,326.0,5.924255797414532,0.6931471805599453,5.7899601708972535,1,1,2,112,4,Lost,0,Loyal Base
1809,15364.0,96,2,913.19,4.574710978503383,1.0986122886681098,6.818038427312331,2,3,4,234,9,At Risk,2,Potential Loyals
1810,15365.0,26,7,2314.32,3.295836866004329,2.079441541679836,7.74730318590928,4,5,5,455,14,At Risk,2,Potential Loyals
1811,15366.0,75,2,602.51,4.330733340286331,1.0986122886681098,6.40276261040859,2,3,3,233,8,At Risk,0,Loyal Base
1812,15367.0,57,4,1877.59,4.060443010546419,1.6094379124341005,7.538276774433291,3,4,4,344,11,At Risk,2,Potential Loyals
1813,15368.0,21,1,446.94000000000005,3.091042453358316,0.6931471805599453,6.104659294874325,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
1814,15370.0,41,7,2386.05,3.737669618283368,2.079441541679836,7.77781357291459,3,5,5,355,13,At Risk,2,Potential Loyals
1815,15372.0,137,1,2007.4,4.927253685157205,0.6931471805599453,7.605093664160551,2,1,5,215,8,Potential Loyalists,2,Potential Loyals
1816,15373.0,8,12,2415.91,2.19722457733622,2.5649493574615367,7.79024514376692,5,5,5,555,15,Champions,1,Champions
1817,15374.0,129,1,168.0,4.867534450455582,0.6931471805599453,5.1298987149230735,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1818,15376.0,40,3,1221.56,3.713572066704308,1.3862943611198906,7.108702299899257,3,3,4,334,10,At Risk,2,Potential Loyals
1819,15379.0,169,7,3703.29,5.135798437050262,2.079441541679836,8.217246886437776,2,5,5,255,12,At Risk,2,Potential Loyals
1820,15380.0,9,5,1690.26,2.302585092994046,1.791759469228055,7.433229092253918,5,4,4,544,13,At Risk,1,Champions
1821,15381.0,214,2,596.85,5.3706380281276624,1.0986122886681098,6.393339886365589,1,3,3,133,7,Others,0,Loyal Base
1822,15382.0,15,6,5955.71,2.772588722239781,1.9459101490553128,8.692273594221074,4,5,5,455,14,At Risk,1,Champions
1823,15384.0,170,2,642.41,5.14166355650266,1.0986122886681098,6.46678215711498,2,3,3,233,8,At Risk,0,Loyal Base
1824,15385.0,40,1,316.88,3.713572066704308,0.6931471805599453,5.761673953071979,3,1,2,312,6,Potential Loyalists,3,Lost/Inactive
1825,15386.0,186,1,394.14,5.231108616854587,0.6931471805599453,5.979240132485259,1,1,2,112,4,Lost,0,Loyal Base
1826,15389.0,172,1,500.0,5.153291594497779,0.6931471805599453,6.2166061010848646,2,1,3,213,6,Potential Loyalists,0,Loyal Base
1827,15392.0,5,4,1535.53,1.791759469228055,1.6094379124341005,7.337281906274171,5,4,4,544,13,At Risk,1,Champions
1828,15393.0,16,2,231.86,2.833213344056216,1.0986122886681098,5.45043741460887,4,3,1,431,8,At Risk,3,Lost/Inactive
1829,15394.0,10,4,2183.54,2.3978952727983707,1.6094379124341005,7.689160559050125,5,4,5,545,14,At Risk,2,Potential Loyals
1830,15395.0,326,1,107.45,5.7899601708972535,0.6931471805599453,4.686289237272884,1,1,1,111,3,Lost,0,Loyal Base
1831,15396.0,113,1,288.18,4.736198448394496,0.6931471805599453,5.66704933159998,2,1,2,212,5,Potential Loyalists,0,Loyal Base
1832,15397.0,290,1,94.0,5.673323267171493,0.6931471805599453,4.553876891600541,1,1,1,111,3,Lost,0,Loyal Base
1833,15398.0,16,2,1345.53,2.833213344056216,1.0986122886681098,7.205286191988605,4,3,4,434,11,At Risk,3,Lost/Inactive
1834,15399.0,1,3,815.77,0.6931471805599453,1.3862943611198906,6.705357537478585,5,3,3,533,11,At Risk,3,Lost/Inactive
1835,15400.0,92,5,716.2,4.532599493153256,1.791759469228055,6.575354741730978,2,4,3,243,9,At Risk,2,Potential Loyals
1836,15402.0,149,2,626.35,5.010635294096256,1.0986122886681098,6.441504598605709,2,3,3,233,8,At Risk,0,Loyal Base
1837,15405.0,189,1,349.1,5.247024072160486,0.6931471805599453,5.85821882796062,1,1,2,112,4,Lost,0,Loyal Base
1838,15406.0,31,2,510.71,3.4657359027997265,1.0986122886681098,6.237758058320892,4,3,3,433,10,At Risk,3,Lost/Inactive
1839,15407.0,34,4,1046.74,3.555348061489413,1.6094379124341005,6.954390742498122,3,4,4,344,11,At Risk,2,Potential Loyals
1840,15408.0,264,1,267.18,5.579729825986222,0.6931471805599453,5.591658396851496,1,1,2,112,4,Lost,0,Loyal Base
1841,15410.0,84,8,3450.84,4.442651256490317,2.19722457733622,8.146662701187065,2,5,5,255,12,At Risk,2,Potential Loyals
1842,15411.0,26,4,1348.93,3.295836866004329,1.6094379124341005,7.207808018236269,4,4,4,444,12,At Risk,2,Potential Loyals
1843,15412.0,171,1,190.53,5.147494476813453,0.6931471805599453,5.25504445431457,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1844,15414.0,10,3,774.9000000000001,2.3978952727983707,1.3862943611198906,6.654023645899904,5,3,3,533,11,At Risk,3,Lost/Inactive
1845,15415.0,313,1,559.61,5.749392985908253,0.6931471805599453,6.329025476602274,1,1,3,113,5,Lost,0,Loyal Base
1846,15416.0,65,4,3984.32,4.189654742026425,1.6094379124341005,8.290372889129587,3,4,5,345,12,At Risk,2,Potential Loyals
1847,15417.0,85,1,508.8,4.454347296253507,0.6931471805599453,6.234018491942015,2,1,3,213,6,Potential Loyalists,0,Loyal Base
1848,15419.0,25,1,135.86,3.258096538021482,0.6931471805599453,4.918958505524352,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
1849,15421.0,59,4,950.36,4.0943445622221,1.6094379124341005,6.857892539809733,3,4,4,344,11,At Risk,2,Potential Loyals
1850,15422.0,323,2,97.7,5.780743515792329,1.0986122886681098,4.592084946439436,1,3,1,131,5,Others,0,Loyal Base
1851,15423.0,38,1,43.5,3.6635616461296463,0.6931471805599453,3.7954891891721942,3,1,1,311,5,Potential Loyalists,0,Loyal Base
1852,15424.0,254,2,383.34,5.541263545158426,1.0986122886681098,5.951527577504281,1,3,2,132,6,Others,0,Loyal Base
1853,15426.0,19,5,1404.07,2.995732273553991,1.791759469228055,7.247842402590825,4,4,4,444,12,At Risk,2,Potential Loyals
1854,15427.0,33,3,1430.54,3.5263605246161616,1.3862943611198906,7.266506066865208,4,3,4,434,11,At Risk,2,Potential Loyals
1855,15428.0,15,1,93.78,2.772588722239781,0.6931471805599453,4.551558416539442,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
1856,15429.0,27,2,397.35,3.332204510175204,1.0986122886681098,5.987331015826375,4,3,2,432,9,At Risk,3,Lost/Inactive
1857,15432.0,23,1,171.19000000000003,3.1780538303479458,0.6931471805599453,5.148598518298095,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
1858,15433.0,214,2,533.3,5.3706380281276624,1.0986122886681098,6.2809574789637255,1,3,3,133,7,Others,0,Loyal Base
1859,15434.0,8,5,1041.48,2.19722457733622,1.791759469228055,6.94935776883665,5,4,4,544,13,At Risk,2,Potential Loyals
1860,15435.0,22,1,149.29,3.1354942159291497,0.6931471805599453,5.012566760946003,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
1861,15436.0,12,3,1067.75,2.5649493574615367,1.3862943611198906,6.97424502025097,5,3,4,534,12,At Risk,3,Lost/Inactive
1862,15437.0,262,1,200.16,5.572154032177765,0.6931471805599453,5.304100611303764,1,1,1,111,3,Lost,0,Loyal Base
1863,15438.0,131,1,156.57999999999998,4.882801922586371,0.6931471805599453,5.059933265817542,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1864,15440.0,55,3,383.68,4.02535169073515,1.3862943611198906,5.952411819844281,3,3,2,332,8,At Risk,3,Lost/Inactive
1865,15442.0,249,1,594.0,5.521460917862246,0.6931471805599453,6.38856140554563,1,1,3,113,5,Lost,0,Loyal Base
1866,15443.0,2,7,3213.59,1.0986122886681098,2.079441541679836,8.075455101323259,5,5,5,555,15,Champions,1,Champions
1867,15444.0,9,2,1411.21,2.302585092994046,1.0986122886681098,7.252911132207154,5,3,4,534,12,At Risk,3,Lost/Inactive
1868,15445.0,264,1,113.5,5.579729825986222,0.6931471805599453,4.740574822994295,1,1,1,111,3,Lost,0,Loyal Base
1869,15447.0,331,1,155.17000000000002,5.805134968916488,0.6931471805599453,5.050945157499754,1,1,1,111,3,Lost,0,Loyal Base
1870,15448.0,313,1,494.64,5.749392985908253,0.6931471805599453,6.2058498567482925,1,1,3,113,5,Lost,0,Loyal Base
1871,15449.0,26,3,974.52,3.295836866004329,1.3862943611198906,6.882970662159506,4,3,4,434,11,At Risk,2,Potential Loyals
1872,15450.0,30,1,429.84,3.4339872044851463,0.6931471805599453,6.0657367914825695,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
1873,15452.0,30,3,528.48,3.4339872044851463,1.3862943611198906,6.27189539284557,4,3,3,433,10,At Risk,3,Lost/Inactive
1874,15453.0,2,7,1371.77,1.0986122886681098,2.079441541679836,7.224585875348061,5,5,4,554,14,Champions,1,Champions
1875,15454.0,362,1,179.1,5.8944028342648505,0.6931471805599453,5.19351225218191,1,1,1,111,3,Lost,0,Loyal Base
1876,15456.0,283,3,434.59,5.648974238161206,1.3862943611198906,6.076701433954154,1,3,2,132,6,Others,0,Loyal Base
1877,15457.0,262,1,237.07,5.572154032177765,0.6931471805599453,5.472564748074418,1,1,1,111,3,Lost,0,Loyal Base
1878,15458.0,25,1,161.64,3.258096538021482,0.6931471805599453,5.091539169320091,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
1879,15460.0,354,1,214.26,5.872117789475416,0.6931471805599453,5.371846599836152,1,1,1,111,3,Lost,0,Loyal Base
1880,15462.0,94,3,234.6,4.553876891600541,1.3862943611198906,5.462135451777431,2,3,1,231,6,At Risk,0,Loyal Base
1881,15463.0,29,1,126.14,3.4011973816621555,0.6931471805599453,4.845288841508263,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
1882,15464.0,338,1,1044.65,5.82600010738045,0.6931471805599453,6.952393980600518,1,1,4,114,6,Lost,0,Loyal Base
1883,15465.0,20,18,7354.62,3.044522437723423,2.9444389791664403,8.903219925879805,4,5,5,455,14,At Risk,1,Champions
1884,15466.0,85,1,334.53,4.454347296253507,0.6931471805599453,5.815711371192059,2,1,2,212,5,Potential Loyalists,0,Loyal Base
1885,15467.0,9,3,524.88,2.302585092994046,1.3862943611198906,6.265073049828404,5,3,3,533,11,At Risk,3,Lost/Inactive
1886,15468.0,51,2,467.51,3.951243718581428,1.0986122886681098,6.149557446167864,3,3,3,333,9,At Risk,3,Lost/Inactive
1887,15469.0,50,2,538.55,3.9318256327243257,1.0986122886681098,6.290735458809743,3,3,3,333,9,At Risk,3,Lost/Inactive
1888,15471.0,2,1,454.48,1.0986122886681098,0.6931471805599453,6.121351807942404,5,1,2,512,8,Others,3,Lost/Inactive
1889,15472.0,113,1,371.56,4.736198448394496,0.6931471805599453,5.920398098674122,2,1,2,212,5,Potential Loyalists,0,Loyal Base
1890,15473.0,14,7,1771.2,2.70805020110221,2.079441541679836,7.479976991613202,4,5,4,454,13,At Risk,1,Champions
1891,15475.0,77,1,454.11,4.356708826689592,0.6931471805599453,6.120539147973894,2,1,2,212,5,Potential Loyalists,0,Loyal Base
1892,15478.0,40,2,1399.92,3.713572066704308,1.0986122886681098,7.244884442636672,3,3,4,334,10,At Risk,2,Potential Loyals
1893,15482.0,16,11,10839.76,2.833213344056216,2.4849066497880004,9.291068383237103,4,5,5,455,14,At Risk,1,Champions
1894,15483.0,161,4,225.26,5.087596335232384,1.6094379124341005,5.421684780498321,2,4,1,241,7,At Risk,0,Loyal Base
1895,15484.0,1,4,3590.41,0.6931471805599453,1.6094379124341005,8.186300162033392,5,4,5,545,14,At Risk,1,Champions
1896,15485.0,30,3,2564.5,3.4339872044851463,1.3862943611198906,7.849908670382019,4,3,5,435,12,At Risk,2,Potential Loyals
1897,15488.0,93,1,91.32,4.543294782270004,0.6931471805599453,4.52526080275979,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1898,15489.0,23,3,1134.28,3.1780538303479458,1.3862943611198906,7.034634595526282,4,3,4,434,11,At Risk,2,Potential Loyals
1899,15491.0,95,6,3100.09,4.564348191467836,1.9459101490553128,8.039508941575132,2,5,5,255,12,At Risk,2,Potential Loyals
1900,15492.0,28,2,659.46,3.367295829986474,1.0986122886681098,6.492936561946857,4,3,3,433,10,At Risk,3,Lost/Inactive
1901,15493.0,33,5,1953.41,3.5263605246161616,1.791759469228055,7.577843636590285,4,4,5,445,13,At Risk,2,Potential Loyals
1902,15494.0,21,2,1280.58,3.091042453358316,1.0986122886681098,7.155848970699195,4,3,4,434,11,At Risk,3,Lost/Inactive
1903,15497.0,18,2,1262.2,2.9444389791664403,1.0986122886681098,7.141403462941432,4,3,4,434,11,At Risk,3,Lost/Inactive
1904,15498.0,3,27,13316.4,1.3862943611198906,3.332204510175204,9.496826729846124,5,5,5,555,15,Champions,1,Champions
1905,15500.0,8,4,1131.56,2.19722457733622,1.6094379124341005,7.032235836086242,5,4,4,544,13,At Risk,3,Lost/Inactive
1906,15502.0,16,10,6923.98,2.833213344056216,2.3978952727983707,8.842890442964727,4,5,5,455,14,At Risk,1,Champions
1907,15503.0,363,1,141.04,5.8971538676367405,0.6931471805599453,4.956108708074887,1,1,1,111,3,Lost,0,Loyal Base
1908,15504.0,81,1,52.83,4.406719247264253,0.6931471805599453,3.985830932572866,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1909,15505.0,53,5,3610.96,3.9889840465642745,1.791759469228055,8.192005840278435,3,4,5,345,12,At Risk,2,Potential Loyals
1910,15506.0,23,3,972.08,3.1780538303479458,1.3862943611198906,6.880466298744467,4,3,4,434,11,At Risk,2,Potential Loyals
1911,15507.0,172,1,475.86,5.153291594497779,0.6931471805599453,6.167222946760261,2,1,3,213,6,Potential Loyalists,0,Loyal Base
1912,15508.0,189,6,1000.27,5.247024072160486,1.9459101490553128,6.909024473214282,1,5,4,154,10,Loyal Customers,2,Potential Loyals
1913,15510.0,331,1,250.0,5.805134968916488,0.6931471805599453,5.525452939131784,1,1,2,112,4,Lost,0,Loyal Base
1914,15511.0,12,5,900.53,2.5649493574615367,1.791759469228055,6.804093319959892,5,4,4,544,13,At Risk,2,Potential Loyals
1915,15512.0,156,2,121.0,5.056245805348308,1.0986122886681098,4.804021044733257,2,3,1,231,6,At Risk,0,Loyal Base
1916,15513.0,33,19,14758.22,3.5263605246161616,2.995732273553991,9.599623251229634,4,5,5,455,14,At Risk,1,Champions
1917,15514.0,12,11,4023.72,2.5649493574615367,2.4849066497880004,8.3002106222155,5,5,5,555,15,Champions,1,Champions
1918,15516.0,45,3,62.43,3.828641396489095,1.3862943611198906,4.149936935645806,3,3,1,331,7,At Risk,0,Loyal Base
1919,15517.0,233,1,267.03,5.455321115357702,0.6931471805599453,5.591098914544516,1,1,2,112,4,Lost,0,Loyal Base
1920,15518.0,64,8,1921.55,4.174387269895637,2.19722457733622,7.561407708843943,3,5,4,354,12,At Risk,2,Potential Loyals
1921,15520.0,2,1,343.5,1.0986122886681098,0.6931471805599453,5.842094090453713,5,1,2,512,8,Others,3,Lost/Inactive
1922,15521.0,40,8,3000.2,3.713572066704308,2.19722457733622,8.006767487671574,3,5,5,355,13,At Risk,2,Potential Loyals
1923,15522.0,33,2,397.99,3.5263605246161616,1.0986122886681098,5.988936353919148,4,3,2,432,9,At Risk,3,Lost/Inactive
1924,15523.0,84,1,412.0100000000001,4.442651256490317,0.6931471805599453,6.023471805742962,2,1,2,212,5,Potential Loyalists,0,Loyal Base
1925,15524.0,25,1,440.0,3.258096538021482,0.6931471805599453,6.089044875446846,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
1926,15525.0,2,3,731.87,1.0986122886681098,1.3862943611198906,6.596968332815259,5,3,3,533,11,At Risk,3,Lost/Inactive
1927,15526.0,33,2,148.44,3.5263605246161616,1.0986122886681098,5.006894974480533,4,3,1,431,8,At Risk,3,Lost/Inactive
1928,15527.0,19,8,2428.53,2.995732273553991,2.19722457733622,7.795453101989517,4,5,5,455,14,At Risk,1,Champions
1929,15528.0,254,1,229.33,5.541263545158426,0.6931471805599453,5.439513063214815,1,1,1,111,3,Lost,0,Loyal Base
1930,15529.0,23,11,3960.05,3.1780538303479458,2.4849066497880004,8.284264420617227,4,5,5,455,14,At Risk,1,Champions
1931,15530.0,22,4,1497.31,3.1354942159291497,1.6094379124341005,7.31209308525762,4,4,4,444,12,At Risk,2,Potential Loyals
1932,15531.0,8,2,1972.39,2.19722457733622,1.0986122886681098,7.587508155013856,5,3,5,535,13,At Risk,3,Lost/Inactive
1933,15532.0,25,4,1554.83,3.258096538021482,1.6094379124341005,7.349764444270915,4,4,4,444,12,At Risk,2,Potential Loyals
1934,15533.0,19,3,807.57,2.995732273553991,1.3862943611198906,6.695267255355902,4,3,3,433,10,At Risk,3,Lost/Inactive
1935,15535.0,173,4,502.9,5.159055299214529,1.6094379124341005,6.222377835686553,2,4,3,243,9,At Risk,2,Potential Loyals
1936,15537.0,163,1,110.92,5.099866427824199,0.6931471805599453,4.717784330357226,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1937,15539.0,7,1,538.46,2.079441541679836,0.6931471805599453,6.290568639224737,5,1,3,513,9,Others,3,Lost/Inactive
1938,15540.0,11,1,213.3,2.4849066497880004,0.6931471805599453,5.367376902479531,5,1,1,511,7,Others,3,Lost/Inactive
1939,15541.0,114,1,85.13000000000001,4.74493212836325,0.6931471805599453,4.455857782801083,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1940,15543.0,288,1,127.86,5.666426688112432,0.6931471805599453,4.858726543710496,1,1,1,111,3,Lost,0,Loyal Base
1941,15544.0,9,9,3546.71,2.302585092994046,2.302585092994046,8.174057603899483,5,5,5,555,15,Champions,1,Champions
1942,15545.0,54,2,288.97,4.007333185232471,1.0986122886681098,5.669777469353516,3,3,2,332,8,At Risk,0,Loyal Base
1943,15547.0,7,14,4910.6,2.079441541679836,2.70805020110221,8.499355033286358,5,5,5,555,15,Champions,1,Champions
1944,15549.0,77,3,1677.71,4.356708826689592,1.3862943611198906,7.425780920301154,2,3,4,234,9,At Risk,2,Potential Loyals
1945,15550.0,4,4,575.63,1.6094379124341005,1.6094379124341005,6.357200812987149,5,4,3,543,12,At Risk,3,Lost/Inactive
1946,15551.0,37,1,436.06,3.6375861597263857,0.6931471805599453,6.080070485442007,3,1,2,312,6,Potential Loyalists,3,Lost/Inactive
1947,15552.0,217,1,90.12,5.384495062789089,0.6931471805599453,4.512177319138927,1,1,1,111,3,Lost,0,Loyal Base
1948,15553.0,60,1,428.93,4.110873864173311,0.6931471805599453,6.06362240473809,3,1,2,312,6,Potential Loyalists,0,Loyal Base
1949,15554.0,278,1,217.2,5.631211781821365,0.6931471805599453,5.38541207339897,1,1,1,111,3,Lost,0,Loyal Base
1950,15555.0,12,16,4791.87,2.5649493574615367,2.833213344056216,8.474884675904255,5,5,5,555,15,Champions,1,Champions
1951,15556.0,24,1,279.77,3.218875824868201,0.6931471805599453,5.637535828837275,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
1952,15557.0,29,1,468.91,3.4011973816621555,0.6931471805599453,6.152541187005974,4,1,3,413,8,Potential Loyalists,3,Lost/Inactive
1953,15561.0,12,4,800.5899999999999,2.5649493574615367,1.6094379124341005,6.686597255202886,5,4,3,543,12,At Risk,3,Lost/Inactive
1954,15562.0,352,1,134.55,5.8664680569332965,0.6931471805599453,4.909340575944674,1,1,1,111,3,Lost,0,Loyal Base
1955,15563.0,22,3,1361.44,3.1354942159291497,1.3862943611198906,7.217032488870507,4,3,4,434,11,At Risk,2,Potential Loyals
1956,15565.0,50,2,173.16000000000005,3.9318256327243257,1.0986122886681098,5.159974416926292,3,3,1,331,7,At Risk,0,Loyal Base
1957,15567.0,19,1,186.01,2.995732273553991,0.6931471805599453,5.231162091360629,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
1958,15568.0,3,3,758.29,1.3862943611198906,1.3862943611198906,6.63238378610744,5,3,3,533,11,At Risk,3,Lost/Inactive
1959,15569.0,104,5,1375.71,4.653960350157523,1.791759469228055,7.227451873789157,2,4,4,244,10,At Risk,2,Potential Loyals
1960,15570.0,7,12,4148.82,2.079441541679836,2.5649493574615367,8.33082023879011,5,5,5,555,15,Champions,1,Champions
1961,15571.0,12,4,650.4300000000001,2.5649493574615367,1.6094379124341005,6.47916994643317,5,4,3,543,12,At Risk,3,Lost/Inactive
1962,15572.0,5,7,2533.42,1.791759469228055,2.079441541679836,7.837720093003111,5,5,5,555,15,Champions,1,Champions
1963,15573.0,32,2,583.24,3.49650756146648,1.0986122886681098,6.370311857311855,4,3,3,433,10,At Risk,3,Lost/Inactive
1964,15574.0,178,4,675.64,5.187385805840755,1.6094379124341005,6.517139373724178,2,4,3,243,9,At Risk,2,Potential Loyals
1965,15576.0,38,1,921.37,3.6635616461296463,0.6931471805599453,6.826946444575113,3,1,4,314,8,Potential Loyalists,3,Lost/Inactive
1966,15577.0,151,3,258.88,5.0238805208462765,1.3862943611198906,5.5602199860123305,2,3,2,232,7,At Risk,0,Loyal Base
1967,15578.0,162,1,127.1,5.093750200806762,0.6931471805599453,4.852811208902689,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1968,15579.0,69,2,327.6,4.248495242049359,1.0986122886681098,5.794841205603168,3,3,2,332,8,At Risk,0,Loyal Base
1969,15581.0,156,10,717.4300000000001,5.056245805348308,2.3978952727983707,6.577068275581566,2,5,3,253,10,At Risk,2,Potential Loyals
1970,15582.0,25,3,682.9100000000001,3.258096538021482,1.3862943611198906,6.527826330017913,4,3,3,433,10,At Risk,3,Lost/Inactive
1971,15584.0,24,4,720.86,3.218875824868201,1.6094379124341005,6.581831214273488,4,4,3,443,11,At Risk,2,Potential Loyals
1972,15585.0,177,1,455.3,5.181783550292085,0.6931471805599453,6.123150487933357,2,1,2,212,5,Potential Loyalists,0,Loyal Base
1973,15587.0,50,4,913.68,3.9318256327243257,1.6094379124341005,6.818574277330894,3,4,4,344,11,At Risk,2,Potential Loyals
1974,15589.0,256,3,478.53,5.54907608489522,1.3862943611198906,6.172806457538428,1,3,3,133,7,Others,0,Loyal Base
1975,15592.0,47,1,388.58,3.871201010907891,0.6931471805599453,5.965069235748451,3,1,2,312,6,Potential Loyalists,0,Loyal Base
1976,15593.0,71,1,199.8,4.276666119016055,0.6931471805599453,5.302309387817574,3,1,1,311,5,Potential Loyalists,0,Loyal Base
1977,15594.0,16,5,1771.78,2.833213344056216,1.791759469228055,7.48030421490088,4,4,4,444,12,At Risk,2,Potential Loyals
1978,15596.0,101,5,1406.59,4.624972813284271,1.791759469228055,7.249634301131203,2,4,4,244,10,At Risk,2,Potential Loyals
1979,15597.0,35,1,324.57,3.58351893845611,0.6931471805599453,5.785577492291319,3,1,2,312,6,Potential Loyalists,3,Lost/Inactive
1980,15598.0,53,1,240.68,3.9889840465642745,0.6931471805599453,5.487614537078416,3,1,2,312,6,Potential Loyalists,0,Loyal Base
1981,15599.0,27,2,761.74,3.332204510175204,1.0986122886681098,6.636917213055248,4,3,3,433,10,At Risk,3,Lost/Inactive
1982,15601.0,11,14,6776.56,2.4849066497880004,2.70805020110221,8.821372434155471,5,5,5,555,15,Champions,1,Champions
1983,15602.0,8,9,1297.87,2.19722457733622,2.302585092994046,7.16924993468027,5,5,4,554,14,Champions,1,Champions
1984,15603.0,79,1,48.48,4.382026634673881,0.6931471805599453,3.901568547524288,2,1,1,211,4,Potential Loyalists,0,Loyal Base
1985,15604.0,52,1,216.39,3.970291913552122,0.6931471805599453,5.381692975469088,3,1,1,311,5,Potential Loyalists,0,Loyal Base
1986,15605.0,36,5,1198.23,3.610917912644224,1.791759469228055,7.089434963153261,3,4,4,344,11,At Risk,2,Potential Loyals
1987,15606.0,61,9,2920.16,4.127134385045092,2.302585092994046,7.9797360766493295,3,5,5,355,13,At Risk,2,Potential Loyals
1988,15607.0,337,1,104.76,5.823045895483019,0.6931471805599453,4.6611723761033765,1,1,1,111,3,Lost,0,Loyal Base
1989,15608.0,28,4,1093.68,3.367295829986474,1.6094379124341005,6.998217362097996,4,4,4,444,12,At Risk,2,Potential Loyals
1990,15609.0,184,1,298.48,5.220355825078324,0.6931471805599453,5.702047637362485,1,1,2,112,4,Lost,0,Loyal Base
1991,15610.0,52,1,112.46,3.970291913552122,0.6931471805599453,4.731450351898421,3,1,1,311,5,Potential Loyalists,0,Loyal Base
1992,15611.0,10,11,1570.45,2.3978952727983707,2.4849066497880004,7.359754038995856,5,5,4,554,14,Champions,1,Champions
1993,15612.0,36,2,195.15,3.610917912644224,1.0986122886681098,5.278879672655561,3,3,1,331,7,At Risk,3,Lost/Inactive
1994,15615.0,10,23,10399.74,2.3978952727983707,3.1780538303479458,9.249632236444302,5,5,5,555,15,Champions,1,Champions
1995,15618.0,33,4,776.85,3.5263605246161616,1.6094379124341005,6.656533703533131,4,4,3,443,11,At Risk,2,Potential Loyals
1996,15619.0,11,1,336.4,2.4849066497880004,0.6931471805599453,5.821269170111868,5,1,2,512,8,Others,3,Lost/Inactive
1997,15620.0,57,3,1553.18,4.060443010546419,1.3862943611198906,7.348703354335633,3,3,4,334,10,At Risk,2,Potential Loyals
1998,15621.0,4,4,1293.03,1.6094379124341005,1.6094379124341005,7.165516658717914,5,4,4,544,13,At Risk,3,Lost/Inactive
1999,15622.0,43,9,3709.56,3.784189633918261,2.302585092994046,8.2189380876069,3,5,5,355,13,At Risk,1,Champions
2000,15623.0,141,1,301.03000000000003,4.955827057601261,0.6931471805599453,5.7105263501895465,2,1,2,212,5,Potential Loyalists,0,Loyal Base
2001,15624.0,117,4,588.13,4.770684624465665,1.6094379124341005,6.3786468723710446,2,4,3,243,9,At Risk,2,Potential Loyals
2002,15625.0,104,4,1534.26,4.653960350157523,1.6094379124341005,7.336455026785429,2,4,4,244,10,At Risk,2,Potential Loyals
2003,15626.0,75,2,675.8,4.330733340286331,1.0986122886681098,6.517375808292013,2,3,3,233,8,At Risk,2,Potential Loyals
2004,15628.0,5,9,2870.24,1.791759469228055,2.302585092994046,7.962499271193586,5,5,5,555,15,Champions,1,Champions
2005,15630.0,45,2,1186.35,3.828641396489095,1.0986122886681098,7.079479212140812,3,3,4,334,10,At Risk,2,Potential Loyals
2006,15632.0,16,8,3285.31,2.833213344056216,2.19722457733622,8.097520633770152,4,5,5,455,14,At Risk,1,Champions
2007,15634.0,17,1,243.55,2.8903717578961645,0.6931471805599453,5.499419786985366,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
2008,15636.0,90,2,724.76,4.51085950651685,1.0986122886681098,6.587219381659278,2,3,3,233,8,At Risk,2,Potential Loyals
2009,15637.0,53,1,223.36,3.9889840465642745,0.6931471805599453,5.413251904640136,3,1,1,311,5,Potential Loyalists,0,Loyal Base
2010,15639.0,134,1,425.32,4.90527477843843,0.6931471805599453,6.055190237988527,2,1,2,212,5,Potential Loyalists,0,Loyal Base
2011,15640.0,4,15,12416.11,1.6094379124341005,2.772588722239781,9.426830639200183,5,5,5,555,15,Champions,1,Champions
2012,15641.0,105,4,1887.2,4.663439094112067,1.6094379124341005,7.543379273298417,2,4,4,244,10,At Risk,2,Potential Loyals
2013,15643.0,192,3,664.0,5.262690188904886,1.3862943611198906,6.499787040655854,1,3,3,133,7,Others,0,Loyal Base
